379|72|1281|chrome|1
417|235|1281|chrome|1
88|113|1281|chrome|1
90|113|1281|chrome|1
80|148|1420|chrome|1
103|105|1420|chrome|1
1143|116|1420|chrome|1
1118|129|1420|chrome|1
210|114|1420|chrome|1
170|67|1420|chrome|1
105|70|1420|chrome|1
588|80|1420|chrome|1
417|245|1920|safari|1
498|107|1920|safari|1
63|115|1920|safari|1
69|184|1920|safari|1
93|77|1920|safari|1
109|76|1420|chrome|1
104|79|1920|safari|1
